video_id,comments
RzwaiFvyN6s,"['""how many pop culture references and jokes do you want in this short?""\n""yes""', 'So in simpler terms, its stuff in a glass box that light shines through', 'So in simpler terms, it is stuff in a glass box that light shines through', 'wait if matter cannot be created how can atoms make a copy? genuinely curious', 'Get lazerbeam to coment', 'Can I eat it?', 'Wait a sec, let me grab my light choir', 'Bro its lord Vader (Anakin) but in bird form😂😂😂😂', 'The worlds gonna roll me ~~', 'How your mom and dad met:']"
LNv4y3wPQA0,"['C148-Subwoofer lullaby', 'Then the gravity will also be cube', 'earth as a cube / mojang buying earth', 'minecraft', 'Minecraft yay 😁', 'I love how these videos loop, it makes me smile :D', 'Bro is in Minecraft', 'Wait so if rocks in earth arent strong enough, can other theoretical planet be a cube?', 'Minecraft with gravity', 'Suddenly, you hear the distant music of C418 constantly playing throughout the sky.. .']"
hvmIZAvt3jE,"['you messed up as soon as you cut the sandwich vertically instead of horizontally', 'Dislike', 'So you could theoretically use it for multiple say town and have the towns', ""I guess if there were only three components to the sandwich you could find a plane to cut them in half with but what if there's four or more?\n\nHow could you guarantee a single plane that cuts all the ingredients perfectly in half? Unless you rotate the knife?"", 'Did...did you guys made a duck-lisa Simpson?', 'Sp in 2d there’s 2 pieces and in 1d there is one?', 'They should call it the sukuna theorem😂', ""Poor Bernd just floating there, probably doesn't even know what is going on"", 'AMONG US', 'Ok who was bored']"
IayvE_jFgrc,"['i hope I die before that', ""What did we do to flip off the magnetic fields😭😭 he's fuming with electric rage every now and then huh😭😭"", ""Guys. No need to worry. The magnetic field won't flip. It gets weaker and weaker but it won't flip."", 'It happens closer to every 5550 years give or take a decade or so. Hence, Noah’s flood, the sphinx being 12,000 year, pyramids being 6000 years old.', 'imagine if we are in the middle of a flip', 'so the next time it flips, the sun rises from the west?', 'My teacher said it flips every 10,000 years😮😮', 'The real question is, front flip or back flip?', 'Didnt it flip in the middle of last year???', 'UNO']"
o2afhMs0aUg,"[""It's like playing ark survival evolved but you put all points in fortitude and oxygen"", 'the best thing here - a smol brib', 'Wouldn’t survive being shot out a gun tho, bird wins', 'I love Futurama they did the planet \nexpress ship', 'Futurama', 'They can be killed. I thought they were kinda like just there and nothing can stop them.', 'Tardigrade is face fat', 'Хахахахахаха маленькая птичка слабее по сравнению с тихоходкой', ""In the space Odyssey, if you didn't notice the ship was the planet express ship from Futurama, great easter egg!"", '""Nah, I\'d win""\n-Tardigrade']"
UKOxj8oP59w,"['Was that Togepi???', 'What is the smallest possible atom Explosion?', 'So theoretically if I fold a paper enough I can create a black hole', 'This means that supermassive black holes like TON 618 were..\n💀', 'Gardevoir is stronk.', 'Those who recognised dbs world \nGive attendance👇', 'Rip togepi', ""So that's why things which can be squeezed hard are attractive."", 'How hard do you need to squeese something to create a black hole?', 'thank you info man.']"
zFhYJRqz_xk,"['Sources & further reading: https://sites.google.com/view/sources-cancervsimmune/\nThis video was partially financed by Gates Ventures. \nIf you want to support this channel and get something nice in return check out our shop: https://kgs.link/shop-176', 'Why does it never work on REAL Cancer?', 'I literally found one of the sources before even coming to this video.', 'yall should make a vid about when or if immune cells or like the nervice system or whatever its called turns into cancer cells?', 'You know i had cancer but it was Very aggressive the doctors wasnt sure i was gonna survive but i did and im very thankful thats it', '1:18 to 1:49 That\'s the human species ""in a nutshell"".', 'It all sounds rather dystopian', 'Well my body is fighting nero blastoma ( a form of cancer ) currently i was just diagnosed with it in december 2023 this helped me understand it much more thanks!😊', 'Cancer is just like zombies of the cells', 'So can the immune system cells get cancer can a natural killer cell get cancer']"
pb9g6osg2aY,"['only pokemon nerds spotted the wingulls at the beginning', 'Estuaries', 'I saw that Pokémon you snuck in there', 'Whales...Whales gotta make babies. Especially sperm whales.', ""So you state rivers aren't salty in the title only to show that they actually are"", 'Isn’t the bigger source, vents?', 'Wingull', ""I don't get why ocean salinity stays stable, based on the video, isn't it supposed to increase over time?"", 'PLANKTON FROM SPONGEBOB', 'I learn more from this channel in one minute than I do at school']"
GDSf2h9_39I,"['Be a part of our first Limited Drop, which honors our Cosmic Pioneers and their noble expeditions: https://kgs.link/limited-drop. Stocks are limited – so grab yours before they’re gone for good!', 'There are already inter dimensional beings and somewhere between 5-7 others already in our own dimension present', 'Oh shit I see a countdown in my eyes', ""If aliens exist, which they don't, and they noticed us, human beings would be extinct before they got here."", 'I want to be violated by an out of space creature. So hard. Really really hard.', 'So where is everyone else? \nMe: india and china?', 'what if where acualy late to the universe and everything has died off', ""The universe being 13 billion years old is just a theory, universe might be very old than that and we're *the last civilization*"", 'All aliens:\n0:12 Arphageus Herifanium (Sidehead)\n0:29 Singhowaterrus Verigus (Axoloserpent)\n0:30 Virragea Bendinnium (Viremaw) and Gwengius Squragglecops (Noodleduck)\n0:31 Hamogonnea Besokus (Viewhand)\n0:36 Gargotillicus Lerongus (Cylopi)\n2:38 Tecticollus Argutud (Chesechea) and Tecticollus Disconnus (Discoblob)\n5:05 Arphageus Deligafragem (Tallhead)\n5:09 Mantikosus Aborghus (Firetis) and Fil Erganto (Clarkokrok)\n7:34 Lipreservo Cherrikip (Eyeyeyeyes)', ""wouldn't the people who settle on different planets eventually evolve into aliens? they would be nothing like humans.""]"
1x-i9z617z4,"['Check out some of our favorite shop products here: https://kgs.link/shop-175. Our shop is not only our most important source of income, but our passion project where we create sciencey products with of lot of love and detail.', 'They should partner up with Mrbeast philantrophy', 'Thank you so much im a millionaire now❤❤', 'thank you!', 'Ahh yes kurzgesagt and ted ed my goto educational channel', 'Absolutely love this Chanel!!! ❤️❤️', ""Kurzgesagt, I absolutely love your videos and I am trying to let my parents buy me some of your posters and I truly think this channel has made it so far, however I feel like to grow your company more and attract a wider audience, you should try to make more videos, I know it must take a while to make a video because of animating, researching etc, but I love this channel and the only thing that would make it better is more uploads. You don't have to but i would love to see more videos In the future, please read this, thanks"", ""I don't get why people hate Bill gates so much"", 'I dont remember the first video from you guys that I watched, but im sure you were a cornerstone in what got me to learn things and become socially awkward :D', 'It’s true that pessimism is mainstream, frustrating how people are often locked in a box of thinking']"
M-K7mxdN62M,"['Offset your carbon footprint on Wren: \u200bhttps://www.wren.co/kurzgesagt. \nFor the first 200 people who sign up, Kurzgesagt will pay for the first month of your subscription!\nThis video was sponsored by Wren, thanks a lot for the support!', 'And school tells me to still go in 😭🤣', 'Quantity=Quality', 'Gym bro watching this : 😱😱😵', 'Thanks for the valuable information! This will be vital for my fan fiction. If you wish to know more about it, Just comment below', 'How did this get recommended one day after getting sick. Doing a lot better now.', 'I consistently feel better when i allow myself time to rest abd avoid pharma solutions. My wife lived in europe for a year and this us how they deal with it as well. Drink lots of water, eat well, rest.', 'This is probably the most valuable information from this channel', 'Hej \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nÅ hå', 'The immune system is like a psychopathic mass murdering army, if not restrained, they kill everything in their path.']"
TYPFenJQciw,"['Go ‘beyond the nutshell’ at https://brilliant.org/nutshell/ and dive deeper into these topics and more with a free 30-day trial!\nThis video was sponsored by Brilliant. Thanks a lot for the support!', '4:13 among us', 'In our experience, the only thing capable of creating a language, i.e. information is mind, and yet you claim that mindless dead matter created a language more complex than anything our minds can understand. Good job.', 'Wait... proteins arent made of atoms? Wat?', 'Absolutely breathtaking, I view this as evidence of an intelligent designer for life and therefore that God exists. If anyone has other explanations for how the language of life could be written please let me know', 'English', ""I see! So that's what protein folding is. There used to be an application that used spare capacity on your PC to find new structures for cancer research. But then crypto came and that was seen to be more valuable."", '""look around the room youre sitting in right now.  No, you think im stupid?  I know what my room looks like', '1-Polish\n2-Japanese \n3-Bulgarian\n4-Russian\nAnd 5-Turkish\n(190-English so easy I am Bulgarian and know every word like my five fingers)', 'English: we are the most complex language\n\nProteins: We are 4 parallel universes ahead of you.']"
aeWyp2vXxqA,"['►► https://kgs.link/shop-172  \nYou want to learn more about science? Check out our sciency products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n(Worldwide Shipping Available)', 'i guess you had to say star in the title to avoid copyright strike from Audioslave', 'Fun fact. There is a bigger black hole called Phoenix A*, even bigger than Ton 618', 'Really padded out the end of the episode there', 'I believe you mean black hole sun 🕳️', 'Animation at 8:30-8:40 is just too good to look at 🗿👌🗿', ""That's star is like the size of TON 618"", ""🎵Black hole sun, won't you come, and wash away the raaaaainn....? 🎶"", 'W O W', 'Great music']"
